;Sample01;Sample02;Sample03;Sample04;Sample05;Sample06;Sample07;Sample08;Sample09;Sample10;Sample11;Sample12;Sample13;Sample14;Sample15;Sample16;Sample17;Sample18;Sample19;Sample20;Sample21;Sample22;Sample23;Sample24;Sample25;Sample26;Sample27;Sample28;Sample29;Sample30;Sample31;Sample32;Sample33;Sample34;Sample35;Sample36;Sample37;Sample38;Sample39;Sample40;Sample41;Sample42;Sample43;Sample44;Sample45;Sample46;Sample47;Sample48;Sample49;Sample50;Sample51;Sample52;Sample53;Sample54;Sample55;Sample56;Sample57;Sample58;Sample59;Sample60;Sample61;Sample62;Sample63;Sample64;Sample65;Sample66;Sample67;Sample68;Sample69;Sample70;Sample71;Sample72;Sample73;Sample74;Sample75;Sample76;Sample77;Sample78;Sample79;Sample80;Sample81;Sample82;Sample83;Sample84;Sample85;Sample86;Sample87;Sample88;Sample89;Sample90;Sample91;Sample92;Sample93;Sample94;Sample95;Sample96;Sample97;Sample98;Sample99;Sample100;Sample101;Sample102;Sample103;Sample104;Sample105;Sample106;Sample107;Sample108;Sample109;Sample110;Sample111;Sample112;Sample113;Sample114;Sample115;Sample116;Sample117;Sample118;Sample119;Sample120;Sample121;Sample122;Sample123;Sample124;Sample125;Sample126;Sample127;Sample128;Sample129;Sample130;Sample131;Sample132;Sample133;Sample134;Sample135;Sample136;Sample137;Sample138;Sample139;Sample140;Sample141;Sample142;Sample143;Sample144;Sample145;Sample146;Sample147;Sample148;Sample149;Sample150;Sample151;Sample152;Sample153;Sample154;Sample155;Sample156;Sample157;Sample158;Sample159;Sample160;Sample161;Sample162;Sample163;Sample164;Sample165;Sample166;Sample167;Sample168;Sample169;Sample170;Sample171;Sample172;Sample173;Sample174;Sample175;Sample176;Sample177;Sample178;Sample179;Sample180;Sample181;Sample182;Sample183;Sample184;Sample185;Sample186;Sample187;Sample188;Sample189;Sample190;Sample191;Sample192;Sample193;Sample194;Sample195;Sample196;Sample197;Sample198;Sample199;Sample200;Sample201;Sample202;Sample203;Sample204;Sample205;Sample206;Sample207;Sample208;Sample209;Sample210;Sample211;Sample212;Sample213;Sample214;Sample215;Sample216
Sample108;0.958272;0.968483;0.937198;0.956637;0.965163;0.959374;0.95978;0.968706;0.92939;0.874562;0.840868;0.926645;0.95019;0.883475;0.92339;0.785085;0.855825;0.960455;0.872631;0.962551;0.871841;0.958726;0.97215;0.954564;0.962635;0.887415;0.916636;0.885083;0.946629;0.863603;0.853962;0.967991;0.926697;0.802587;0.909126;0.932113;0.970568;0.957787;0.907498;0.938027;0.962005;0.942229;0.891605;0.914656;0.867645;0.951866;0.888946;0.92742;0.84051;0.824391;0.861205;0.885184;0.833958;0.706841;0.809352;0.778802;0.972082;0.787702;0.91207;0.935847;0.955827;0.903852;0.967034;0.918078;0.924191;0.886598;0.888888;0.910034;0.918846;0.935116;0.875804;0.99243;0.977264;0.976201;0.976506;0.991593;0.947974;0.942276;0.915805;0.983994;0.998021;0.898022;0.902515;0.941234;0.999203;0.950056;0.961946;0.966695;0.968688;0.967586;0.983763;0.949843;0.955876;0.970917;0.964698;0.972739;0.890644;0.946097;0.969413;0.868522;0.80356;0.922975;0.845926;0.908571;0.887715;0.801191;0.774735;0;0.69478;0.796371;0.95121;0.979853;0.956649;0.968928;0.975245;0.953213;0.914513;0.887549;0.929166;0.918269;0.92757;0.96855;0.974628;0.962497;0.967078;0.973067;0.908324;0.910942;0.954817;0.908055;0.945564;0.931885;0.969731;0.966299;0.978826;0.978904;0.974872;0.976738;0.982906;0.971507;0.9767;0.976569;0.971254;0.977112;0.982672;0.972541;0.983157;0.987696;0.998845;0.998857;0.946635;0.976444;0.975648;0.978604;0.964793;0.960949;0.952791;0.961406;0.981597;0.981652;0.996308;0.9932;0.967747;0.974137;0.96948;0.959514;0.956994;0.989898;0.883719;0.925979;0.974079;0.952842;0.972276;0.981567;0.968393;0.968189;0.981366;0.956809;0.982063;0.972823;0.974696;0.973864;0.985436;0.969001;0.987316;0.984333;0.994099;0.999457;0.934379;0.979698;0.949646;0.957752;0.963234;0.981665;0.98327;0.982304;0.964167;0.970987;0.998057;0.998529;0.998009;0.987686;0.980112;0.976759;0.998379;0.999684;0.999881;0.978998;0.979984;0.975634;0.977883;0.976715;0.982415;0.964802;0.972595;0.974638
Sample109;0.920165;0.82243;0.804131;0.870953;0.911478;0.881982;0.856702;0.924276;0.894044;0.768034;0.864584;0.876237;0.876765;0.847909;0.844634;0.822603;0.842315;0.914304;0.827824;0.894547;0.793044;0.904424;0.921278;0.877087;0.898433;0.830118;0.865519;0.876688;0.808181;0.820565;0.769606;0.81533;0.837723;0.81598;0.724598;0.813991;0.876805;0.823978;0.739004;0.845971;0.907191;0.837515;0.761867;0.843893;0.856556;0.869773;0.74769;0.797907;0.881801;0.7211;0.742071;0.791113;0.725079;0.641991;0.674552;0.702944;0.904144;0.673109;0.778516;0.831882;0.86505;0.868215;0.844509;0.732445;0.791682;0.755995;0.761648;0.762187;0.800203;0.82676;0.744233;0.977553;0.976766;0.968163;0.969523;0.978558;0.809073;0.806604;0.789242;0.975308;0.996315;0.754326;0.78419;0.806743;0.998775;0.869138;0.889464;0.883727;0.893057;0.887872;0.908797;0.850962;0.881263;0.890118;0.876989;0.901261;0.821825;0.856058;0.877068;0.453961;0.313098;0.52483;0.33131;0.526421;0.44485;0.356694;0.364032;0.69478;0;0.331121;0.905178;0.918965;0.919855;0.975747;0.950141;0.911849;0.831681;0.811988;0.823877;0.811739;0.865721;0.881186;0.891824;0.872279;0.876786;0.925629;0.80009;0.805374;0.840165;0.765621;0.833461;0.786864;0.960371;0.96589;0.969405;0.964489;0.965094;0.96758;0.971606;0.969174;0.972839;0.97097;0.967778;0.970863;0.970121;0.958858;0.977048;0.974501;0.991693;0.990987;0.887926;0.92324;0.933045;0.942841;0.905244;0.891672;0.87244;0.864543;0.940683;0.893683;0.99011;0.988057;0.890203;0.904933;0.886981;0.938785;0.933857;0.981369;0.801757;0.778154;0.900569;0.89203;0.891817;0.94784;0.932813;0.939313;0.957812;0.908415;0.99879;0.951919;0.938663;0.958766;0.969173;0.925291;0.96851;0.983489;0.986004;0.994049;0.798977;0.910956;0.994532;0.950295;0.889011;0.986972;0.95915;0.976871;0.967801;0.935429;0.9935;0.991528;0.992183;0.966736;0.961454;0.993352;0.999154;0.999722;0.99994;0.931629;0.927804;0.916689;0.93391;0.926078;0.941884;0.928753;0.941554;0.944814
Sample110;0.906276;0.810826;0.807225;0.857589;0.90705;0.848963;0.832998;0.923715;0.891512;0.799001;0.893061;0.878895;0.853505;0.849576;0.840924;0.857178;0.863829;0.915999;0.833331;0.886791;0.794766;0.888832;0.921081;0.85205;0.879707;0.85278;0.875685;0.877873;0.791053;0.83202;0.768073;0.824671;0.845349;0.843726;0.737254;0.818371;0.884751;0.805327;0.722057;0.838704;0.907047;0.829157;0.761148;0.822856;0.861939;0.857802;0.739178;0.795005;0.915186;0.743164;0.741121;0.809138;0.750962;0.732114;0.701077;0.734281;0.881831;0.698304;0.782075;0.826644;0.860121;0.833785;0.826747;0.735671;0.788747;0.756015;0.763395;0.757154;0.785049;0.815721;0.751467;0.953527;0.938118;0.928728;0.925553;0.959842;0.756007;0.791013;0.758579;0.936597;0.993676;0.739858;0.784163;0.765842;0.99788;0.84062;0.853669;0.840227;0.859535;0.848491;0.898743;0.829587;0.861178;0.864188;0.856638;0.873364;0.821081;0.825982;0.851607;0.357233;0.2875;0.630005;0.329792;0.489911;0.416513;0.322732;0.410886;0.796371;0.331121;0;0.91534;0.908554;0.923175;0.96631;0.938886;0.917674;0.815573;0.792833;0.819443;0.799585;0.812133;0.857829;0.876406;0.862757;0.858745;0.908972;0.786119;0.787452;0.819932;0.749677;0.824953;0.769391;0.959377;0.967561;0.965851;0.95738;0.958589;0.959911;0.970248;0.967697;0.97067;0.967543;0.96437;0.973708;0.9664;0.955826;0.971539;0.970166;0.983939;0.973659;0.887552;0.905203;0.917462;0.926157;0.885766;0.858086;0.844108;0.827496;0.941948;0.888851;0.97678;0.984193;0.874786;0.895386;0.87501;0.92412;0.922934;0.979208;0.788627;0.780847;0.891034;0.8794;0.865212;0.922903;0.904939;0.913976;0.9381;0.890904;0.997684;0.938711;0.927333;0.946887;0.957657;0.910321;0.959688;0.979174;0.972689;0.979274;0.758848;0.89973;0.993877;0.932123;0.879535;0.970817;0.936272;0.964051;0.960914;0.920709;0.978205;0.976541;0.97612;0.94576;0.946614;0.989713;0.99901;0.999604;0.99985;0.907072;0.905181;0.891581;0.914411;0.901633;0.920537;0.914573;0.929045;0.92513
Sample111;0.961857;0.974498;0.946883;0.973444;0.978579;0.962145;0.958088;0.955487;0.942239;0.929785;0.946183;0.961527;0.969971;0.970981;0.966828;0.952862;0.903602;0.974839;0.932738;0.972306;0.939152;0.978627;0.983435;0.970313;0.976834;0.967792;0.983361;0.968499;0.938976;0.967836;0.958159;0.969187;0.92066;0.971703;0.937452;0.952801;0.946763;0.97077;0.922724;0.977079;0.983647;0.972227;0.943022;0.972926;0.974644;0.966286;0.95687;0.955353;0.97328;0.870634;0.859261;0.844503;0.852641;0.847639;0.904451;0.783203;0.93668;0.922184;0.931644;0.941628;0.950996;0.929627;0.871108;0.87382;0.877574;0.871004;0.885985;0.919133;0.92478;0.913379;0.858657;0.974347;0.923114;0.882481;0.927497;0.98059;0.944913;0.962325;0.950693;0.957839;0.994735;0.94964;0.960225;0.95772;0.999164;0.967585;0.972048;0.957874;0.973801;0.962056;0.979581;0.949361;0.958875;0.967348;0.965535;0.972217;0.955222;0.950343;0.963279;0.866637;0.897163;0.833933;0.869159;0.90934;0.928358;0.869071;0.847276;0.95121;0.905178;0.91534;0;0.909781;0.95874;0.764179;0.721807;0.327977;0.959044;0.951756;0.963917;0.9474;0.972052;0.941926;0.96923;0.955152;0.952215;0.964805;0.949104;0.952838;0.960668;0.950444;0.966588;0.958575;0.963654;0.97229;0.968806;0.966069;0.977636;0.979927;0.967581;0.987647;0.988465;0.988382;0.987213;0.982019;0.980469;0.971759;0.98494;0.986561;0.992669;0.996141;0.938415;0.97541;0.977457;0.976698;0.953304;0.940324;0.933029;0.932273;0.932855;0.963822;0.968323;0.988917;0.96252;0.937672;0.948866;0.975547;0.972476;0.989346;0.903148;0.904481;0.949273;0.955699;0.943718;0.963052;0.949176;0.955746;0.965166;0.914301;0.993723;0.97874;0.976126;0.977535;0.984908;0.963813;0.980816;0.990851;0.990492;0.99718;0.955889;0.983128;0.994185;0.963665;0.965424;0.972113;0.959858;0.905871;0.979814;0.975781;0.996851;0.996197;0.994709;0.977537;0.973224;0.990474;0.999025;0.999686;0.999898;0.978676;0.98118;0.979013;0.983028;0.980801;0.984204;0.973034;0.978723;0.980107
Sample112;0.975876;0.959944;0.951382;0.956582;0.984576;0.933959;0.943323;0.97488;0.961632;0.912997;0.962377;0.978331;0.9322;0.9289;0.890477;0.957103;0.976375;0.917029;0.956413;0.911076;0.934474;0.966316;0.927594;0.937676;0.950212;0.907378;0.966754;0.95853;0.935699;0.944363;0.895524;0.916136;0.949465;0.976378;0.91128;0.911176;0.902654;0.914393;0.823508;0.916708;0.906992;0.951543;0.918923;0.92106;0.965498;0.88056;0.823483;0.839884;0.963582;0.91852;0.914981;0.914456;0.876351;0.923373;0.870002;0.899031;0.802422;0.882777;0.821374;0.765483;0.823686;0.907687;0.908911;0.877132;0.848461;0.886134;0.913889;0.819047;0.790882;0.832167;0.912098;0.963925;0.971251;0.949958;0.964169;0.970108;0.721355;0.844881;0.870781;0.973567;0.997005;0.772553;0.738638;0.795561;0.99952;0.938733;0.955639;0.944832;0.933974;0.933338;0.87155;0.918888;0.929654;0.925922;0.914856;0.943146;0.926385;0.923333;0.878548;0.912325;0.932049;0.939355;0.930167;0.86809;0.85372;0.876304;0.944151;0.979853;0.918965;0.908554;0.909781;0;0.624347;0.941327;0.905398;0.898192;0.944194;0.950608;0.922633;0.933328;0.961875;0.923001;0.7941;0.894323;0.88715;0.912643;0.806558;0.807097;0.780827;0.828225;0.789503;0.786175;0.984958;0.990375;0.989004;0.986505;0.986509;0.986872;0.989471;0.985077;0.986598;0.986101;0.984271;0.990374;0.993439;0.991055;0.992649;0.99384;0.991634;0.991261;0.96752;0.94885;0.968355;0.95717;0.946052;0.933228;0.926069;0.918485;0.94446;0.941451;0.985849;0.982957;0.949069;0.943992;0.94999;0.949743;0.944839;0.977775;0.921918;0.903407;0.934561;0.9331;0.937741;0.91954;0.901855;0.903775;0.908007;0.899071;0.998375;0.947215;0.935373;0.945721;0.953209;0.951974;0.966542;0.986508;0.987716;0.997572;0.901096;0.950594;0.996512;0.959682;0.919827;0.988216;0.94826;0.96893;0.966149;0.966001;0.997291;0.997671;0.99347;0.945421;0.946678;0.978201;0.999397;0.99944;0.999856;0.965625;0.968183;0.960132;0.974428;0.970057;0.971726;0.962127;0.973475;0.972401
Sample113;0.979224;0.95956;0.948977;0.958163;0.981784;0.929928;0.953621;0.968474;0.961708;0.855407;0.969687;0.971632;0.945329;0.941586;0.833988;0.959708;0.969381;0.92906;0.956938;0.916479;0.93903;0.954669;0.88514;0.950931;0.933907;0.845457;0.947158;0.936748;0.947438;0.948633;0.8855;0.896044;0.928953;0.955899;0.894278;0.915781;0.895213;0.877452;0.783335;0.881604;0.852666;0.932639;0.905706;0.908484;0.965062;0.867983;0.78368;0.792663;0.961437;0.896782;0.896079;0.857578;0.857612;0.881084;0.84742;0.903188;0.879747;0.869146;0.792775;0.743701;0.8194;0.941461;0.96317;0.862261;0.838963;0.872344;0.895118;0.795839;0.77736;0.832976;0.905695;0.984167;0.992237;0.987456;0.990444;0.984954;0.701534;0.764528;0.836516;0.991617;0.998601;0.773508;0.673562;0.781313;0.999611;0.905068;0.933685;0.929917;0.904015;0.929201;0.817993;0.909403;0.914251;0.909399;0.889093;0.921593;0.924031;0.915425;0.877254;0.935189;0.919479;0.956388;0.930705;0.882084;0.851303;0.886952;0.914842;0.956649;0.919855;0.923175;0.95874;0.624347;0;0.986538;0.971308;0.9589;0.906856;0.906761;0.909348;0.906461;0.934376;0.946021;0.772293;0.89578;0.893895;0.946628;0.801049;0.799832;0.777318;0.791523;0.751823;0.742898;0.99022;0.992165;0.992081;0.989568;0.989875;0.990314;0.990565;0.986212;0.98801;0.987413;0.985986;0.993767;0.994199;0.99332;0.995182;0.9947;0.996768;0.993131;0.958597;0.940386;0.964806;0.947721;0.95361;0.948755;0.926189;0.931779;0.9627;0.95104;0.99542;0.980651;0.951516;0.951539;0.951445;0.95134;0.947525;0.975067;0.917219;0.920746;0.95172;0.940998;0.943185;0.943085;0.928989;0.926599;0.930265;0.911039;0.999299;0.962152;0.933201;0.943612;0.9509;0.953895;0.968404;0.984666;0.990127;0.998179;0.889574;0.956071;0.997719;0.98974;0.94894;0.995932;0.97107;0.989424;0.975316;0.96045;0.997346;0.99817;0.994515;0.955043;0.95108;0.980706;0.999409;0.999474;0.999785;0.966599;0.970099;0.960572;0.975305;0.968711;0.971359;0.962412;0.976305;0.976273
Sample114;0.995644;0.991551;0.997635;0.991121;0.995573;0.993043;0.994655;0.998278;0.995054;0.998522;0.994448;0.994549;0.988236;0.993481;0.998809;0.998146;0.996211;0.994204;0.996807;0.991454;0.995273;0.992732;0.998265;0.99397;0.99159;0.997287;0.996519;0.995203;0.988288;0.994626;0.983489;0.98602;0.99372;0.998048;0.994287;0.993676;0.99068;0.99632;0.992772;0.990647;0.994231;0.995456;0.994784;0.98886;0.984893;0.976312;0.993426;0.98908;0.989929;0.970584;0.985998;0.994592;0.983522;0.990084;0.988968;0.941573;0.960544;0.989485;0.982489;0.984734;0.9877;0.981991;0.964441;0.984895;0.977094;0.982946;0.982929;0.984163;0.977192;0.968856;0.978996;0.978079;0.903673;0.869297;0.908585;0.982157;0.973691;0.990719;0.988053;0.946869;0.924417;0.986196;0.991835;0.993071;0.994688;0.986141;0.987966;0.987352;0.987562;0.982027;0.988629;0.989002;0.989778;0.990419;0.99309;0.989981;0.984236;0.983786;0.990576;0.954268;0.981;0.97182;0.970708;0.974706;0.983919;0.970136;0.998093;0.968928;0.975747;0.96631;0.764179;0.941327;0.986538;0;0.45051;0.702434;0.984176;0.979423;0.985457;0.98091;0.99202;0.968684;0.985837;0.991342;0.98856;0.976865;0.981941;0.984488;0.985964;0.988596;0.988707;0.986954;0.985944;0.994619;0.993399;0.994226;0.992273;0.992308;0.982091;0.993259;0.994177;0.994307;0.99492;0.996556;0.99302;0.989908;0.991135;0.99461;0.988125;0.993531;0.973255;0.985589;0.978516;0.977983;0.962731;0.949807;0.944066;0.955533;0.95076;0.968967;0.961727;0.977768;0.972183;0.95358;0.956581;0.969091;0.970905;0.99212;0.917988;0.962834;0.946804;0.947821;0.945709;0.94859;0.933323;0.936146;0.955919;0.929006;0.958169;0.944326;0.977267;0.972585;0.982826;0.980224;0.986474;0.992718;0.990104;0.986631;0.984554;0.976014;0.973697;0.939557;0.964929;0.93078;0.961926;0.882655;0.976158;0.980093;0.987976;0.98814;0.987209;0.962277;0.956819;0.967869;0.998772;0.999604;0.999874;0.990638;0.991078;0.989442;0.991905;0.9905;0.990811;0.984439;0.989106;0.989178
Sample115;0.992624;0.986002;0.990486;0.989188;0.994332;0.985007;0.987681;0.992694;0.989067;0.979491;0.98815;0.988656;0.981667;0.99077;0.988796;0.994328;0.990331;0.989926;0.990912;0.98373;0.987982;0.990573;0.990975;0.98987;0.988369;0.983365;0.994811;0.992631;0.98241;0.989184;0.978791;0.976745;0.982264;0.995999;0.983004;0.981829;0.97628;0.982781;0.977692;0.986189;0.989925;0.985893;0.98292;0.986651;0.979378;0.970022;0.988617;0.982712;0.981853;0.962622;0.965315;0.974992;0.960664;0.972913;0.973323;0.916276;0.929729;0.975516;0.96889;0.965583;0.967869;0.967334;0.93054;0.964466;0.950376;0.96163;0.96527;0.967602;0.954671;0.951263;0.953132;0.970351;0.905778;0.863358;0.888648;0.977058;0.964065;0.984702;0.98343;0.94263;0.991305;0.982818;0.980179;0.988097;0.998358;0.98019;0.985243;0.976561;0.978707;0.970894;0.979974;0.974803;0.97915;0.979665;0.981979;0.982961;0.972927;0.97176;0.978053;0.91592;0.961098;0.933937;0.940349;0.933895;0.966132;0.941736;0.984095;0.975245;0.950141;0.938886;0.721807;0.905398;0.971308;0.45051;0;0.734359;0.974369;0.973949;0.976268;0.966612;0.98807;0.961354;0.978088;0.980792;0.978609;0.975728;0.978442;0.980369;0.980949;0.984299;0.983824;0.981507;0.985678;0.992347;0.991315;0.992134;0.990709;0.990582;0.986061;0.99358;0.994071;0.994579;0.994311;0.995131;0.991599;0.989586;0.988946;0.993958;0.992237;0.997568;0.976663;0.979991;0.982233;0.97669;0.964087;0.955557;0.94045;0.954403;0.955217;0.973713;0.96376;0.976394;0.968707;0.942718;0.949097;0.977052;0.977691;0.991729;0.909005;0.950665;0.909373;0.955951;0.943245;0.965605;0.94702;0.953623;0.965699;0.930711;0.984583;0.967537;0.976629;0.972871;0.984985;0.97299;0.980411;0.991578;0.989911;0.994914;0.977462;0.981601;0.975607;0.955223;0.966608;0.921715;0.963524;0.82478;0.972184;0.965132;0.993941;0.992198;0.994802;0.973984;0.970319;0.981192;0.998891;0.999607;0.999941;0.986803;0.988527;0.986046;0.989854;0.988013;0.989216;0.98176;0.988446;0.987318
Sample116;0.962815;0.97442;0.950925;0.972277;0.9815;0.963467;0.958381;0.958092;0.946539;0.933309;0.949008;0.962763;0.967444;0.973321;0.969233;0.962827;0.918547;0.975274;0.93861;0.970736;0.942305;0.975625;0.984125;0.970495;0.972377;0.970448;0.984482;0.973974;0.941201;0.969453;0.961311;0.964413;0.92322;0.978463;0.941101;0.95365;0.947301;0.97124;0.924234;0.975595;0.981488;0.972233;0.945031;0.968022;0.973707;0.960414;0.958384;0.958002;0.974738;0.880923;0.874682;0.864863;0.873632;0.869264;0.919386;0.801298;0.93675;0.932528;0.936422;0.941673;0.949595;0.936597;0.882452;0.897283;0.876074;0.878135;0.896073;0.921451;0.921629;0.9114;0.874354;0.969986;0.902908;0.863593;0.90533;0.975668;0.940503;0.963375;0.949995;0.943092;0.955353;0.95311;0.959735;0.964438;0.99769;0.966702;0.971146;0.95839;0.97259;0.963266;0.978227;0.953125;0.961559;0.970082;0.971347;0.975376;0.95852;0.951058;0.966102;0.882968;0.901509;0.845885;0.874756;0.907817;0.929093;0.87595;0.864585;0.953213;0.911849;0.917674;0.327977;0.898192;0.9589;0.702434;0.734359;0;0.961584;0.956121;0.963849;0.949653;0.973446;0.94201;0.967956;0.957452;0.954219;0.961135;0.951638;0.954917;0.960752;0.955899;0.967033;0.959945;0.968826;0.977152;0.974068;0.97208;0.979677;0.98126;0.969355;0.98795;0.988437;0.988618;0.987818;0.985108;0.981197;0.973869;0.985683;0.986695;0.987348;0.990542;0.931823;0.969196;0.970966;0.970064;0.944777;0.929448;0.926434;0.919772;0.924413;0.954864;0.957585;0.978614;0.956258;0.934806;0.947406;0.96092;0.958668;0.982949;0.877316;0.891255;0.948238;0.921446;0.929952;0.943441;0.923627;0.927712;0.943999;0.896106;0.973467;0.959923;0.969885;0.967707;0.979047;0.963169;0.978182;0.989368;0.987318;0.991137;0.954232;0.977903;0.985712;0.941587;0.960928;0.961119;0.951934;0.917725;0.976102;0.968695;0.991651;0.989702;0.98884;0.964417;0.961405;0.977825;0.999078;0.999637;0.999951;0.977113;0.979892;0.977218;0.981965;0.979732;0.982733;0.967964;0.974868;0.976945
Sample117;0.923025;0.916779;0.84567;0.873927;0.885745;0.82412;0.897044;0.901318;0.888322;0.81093;0.906781;0.879247;0.851372;0.841508;0.785717;0.874005;0.920795;0.929806;0.893985;0.869879;0.870443;0.873753;0.865312;0.858875;0.856873;0.826676;0.908446;0.851529;0.861767;0.858259;0.843646;0.857319;0.808148;0.866994;0.777625;0.842225;0.843095;0.799186;0.770584;0.790351;0.89415;0.860884;0.774535;0.829651;0.872683;0.912474;0.816561;0.791734;0.961769;0.742195;0.716433;0.794906;0.746673;0.798065;0.767409;0.798061;0.923053;0.758865;0.819354;0.823353;0.841132;0.810932;0.85855;0.763851;0.775609;0.769442;0.807003;0.765829;0.789517;0.844805;0.780877;0.959066;0.964497;0.959706;0.962828;0.971069;0.787986;0.812117;0.814076;0.967974;0.997386;0.795955;0.77371;0.801066;0.999176;0.791946;0.831352;0.83072;0.81117;0.829233;0.874837;0.794703;0.834347;0.813084;0.800814;0.840643;0.81286;0.770274;0.803337;0.820253;0.841435;0.904601;0.847325;0.862397;0.855175;0.811821;0.819283;0.914513;0.831681;0.815573;0.959044;0.944194;0.906856;0.984176;0.974369;0.961584;0;0.35176;0.379364;0.386522;0.382998;0.805014;0.811465;0.777031;0.813558;0.842346;0.825138;0.828389;0.826044;0.805679;0.817258;0.802225;0.966797;0.975614;0.975059;0.97094;0.971739;0.972487;0.977958;0.977507;0.979547;0.978971;0.976199;0.976838;0.949473;0.937527;0.946865;0.94729;0.996866;0.998622;0.918235;0.924634;0.944888;0.949677;0.906803;0.879277;0.868016;0.897952;0.939443;0.928725;0.986837;0.984509;0.870434;0.881782;0.875719;0.920527;0.908384;0.980715;0.764102;0.81764;0.912828;0.889042;0.876207;0.922208;0.893687;0.920251;0.938719;0.907084;0.998464;0.946418;0.927858;0.948794;0.959806;0.912833;0.960407;0.983197;0.990828;0.999254;0.833728;0.927309;0.997256;0.960025;0.895585;0.984697;0.937976;0.9924;0.961689;0.96419;0.998782;0.998884;0.997187;0.960677;0.956498;0.992515;0.999095;0.999669;0.999911;0.941539;0.941405;0.927903;0.945792;0.936142;0.947729;0.908717;0.933794;0.919455
Sample118;0.893548;0.89824;0.814901;0.85451;0.823337;0.752083;0.880703;0.857885;0.853595;0.772758;0.871637;0.823355;0.846711;0.766405;0.749811;0.810063;0.899569;0.931946;0.86179;0.868984;0.832859;0.828556;0.868788;0.820888;0.827585;0.768848;0.88925;0.771582;0.814568;0.79207;0.831802;0.873743;0.778399;0.760568;0.691656;0.810764;0.855961;0.778692;0.738639;0.793237;0.89962;0.853168;0.726491;0.828371;0.777846;0.908494;0.773158;0.775706;0.949707;0.704532;0.609683;0.767884;0.707573;0.761972;0.720802;0.764488;0.928776;0.667093;0.815342;0.827023;0.844816;0.765542;0.811618;0.67103;0.758708;0.739312;0.744728;0.729798;0.790897;0.841845;0.697173;0.984781;0.97329;0.971134;0.978323;0.989772;0.787979;0.801517;0.774686;0.984019;0.996228;0.75023;0.76206;0.763203;0.997219;0.745006;0.752932;0.745296;0.785702;0.743056;0.878074;0.730766;0.776639;0.723867;0.721085;0.778161;0.727168;0.746847;0.744318;0.796533;0.796677;0.918009;0.81189;0.869083;0.830792;0.768048;0.7714;0.887549;0.811988;0.792833;0.951756;0.950608;0.906761;0.979423;0.973949;0.956121;0.35176;0;0.545264;0.52561;0.323526;0.764281;0.815023;0.7751;0.808168;0.874355;0.793107;0.795362;0.828807;0.765116;0.820263;0.781234;0.956089;0.965674;0.965261;0.960318;0.960779;0.962603;0.96989;0.96826;0.972067;0.970888;0.967522;0.966016;0.947712;0.935032;0.94662;0.946723;0.994751;0.99454;0.910863;0.933521;0.951943;0.953562;0.910709;0.867849;0.852927;0.890118;0.944376;0.943719;0.988907;0.985258;0.884;0.900114;0.890666;0.92815;0.91131;0.9793;0.773506;0.81374;0.906813;0.890946;0.880455;0.930106;0.911174;0.932644;0.952176;0.919755;0.998715;0.962365;0.945766;0.96512;0.969954;0.927446;0.96689;0.985896;0.992232;0.996922;0.773597;0.939293;0.996657;0.959166;0.907501;0.995467;0.950926;0.995231;0.964283;0.960106;0.996115;0.994919;0.99502;0.972579;0.962223;0.99299;0.99904;0.999691;0.999843;0.937435;0.935217;0.925108;0.939153;0.928032;0.944095;0.895993;0.915796;0.896701
